"지점명","위치","발생건수","사망자수","보 기","MOTOCY_CNT","CYCLE_CNT","WALK_CNT","DRK"
"녹사평역(이태원지하차도)","서울 용산구 녹사평대로 지하 195","8","0","","0","0","0","0"
"이태원동 262-79번지 앞 삼거리","이태원동 262-79","3","0","","0","0","0","0"
"한남대교 삼거리(북단)","서울 용산구 한남동 459-2","5","0","","0","0","0","0"
"KY빌딩 앞 삼거리","서울 용산구 한강대로 31","8","0","","0","0","0","0"
"한강대교 남단 사거리","서울 동작구 본동 475-1","2","0","","0","0","0","1"
"동부센트레빌 앞(101동)","서울 용산구 이촌로 174","5","0","","0","0","0","1"
"청년창업플러스센터 앞 사거리","서울 마포구 매봉산로 37","9","0","","2","0","0","0"
"서울한남초 삼거리(남쪽)","서울 용산구 한남대로 112","6","0","","0","0","0","1"
"효창공원앞역 사거리","서울 용산구 백범로 지하 287","6","0","","1","1","0","0"
"전쟁기념관 삼거리(남서)","서울 용산구 한강로1가 42","4","0","","0","0","0","0"
"남영역 사거리(1번출구)","서울 용산구 원효로1가 110-2","6","0","","1","0","0","0"
"청파동주민센터 사거리(남쪽)","서울 용산구 청파로49길 6","5","1","","0","0","0","0"
"서빙고동주민센터 앞 교차로","서울 용산구 서빙고로 279","5","0","","0","0","0","0"
"유닉스 전자빌딩 앞 사거리","서울 용산구 원효로 252","5","0","","2","0","0","0"
"남영동우체국 앞 사거리","서울 용산구 두텁바위로 6-1","7","0","","1","0","0","0"
"호텔케피탈 부근 삼거리(서남)","서울 용산구 장문로 23","4","0","","1","0","0","0"
"폴리텍1대학 앞 삼거리","서울 용산구 보광동 238-85","3","1","","0","0","0","0"
"삼각지역 사거리(3번출구)","서울 용산구 한강로1가 296-1","3","1","","0","0","0","0"
"이태원역 삼거리","서울 용산구 이태원로 지하 177","8","0","","2","0","0","0"
"서울남정초 부근 사거리","서울 용산구 원효로64길 17-10","4","0","","0","0","0","0"
"이태원동우체국 부근 교차로","서울 용산구 녹사평대로 212","5","0","","1","0","0","0"
"청구성심병원 앞 삼거리","서울 은평구 통일로 873","13","0","","2","1","0","0"
"연신내역사거리(3번출구)","서울 은평구 불광동 308-1","14","0","","1","0","0","1"
"국립보건원 앞 삼거리","서울 은평구 통일로 684","4","0","","1","0","0","0"
"불광역 사거리(6번출구)","서울 은평구 대조동 13-1","13","1","","1","0","0","0"
"역촌역 사거리","서울 은평구 서오릉로 지하 63","13","0","","1","1","0","0"
"구산역 사거리","서울 은평구 연서로 지하 137-1","16","0","","2","0","0","0"
"국민연금공단(서쪽)","서울 은평구 통일로 742 한화생명빌딩 3층","10","1","","0","0","0","0"
"질병관리본부 부근 사거리","서울 은평구 불광동 285-43","10","1","","1","2","0","0"
"수색교 북단 삼거리","서울 은평구 수색동 401-2","6","0","","0","0","0","0"
"응암오거리(연은초 부근)","서울 은평구 응암동 604-3","11","0","","1","0","0","1"
"동명여고 앞 교차로","서울 은평구 대조동 2-54","4","0","","0","0","0","0"
"역촌역 부근 삼거리(북쪽)","서울 은평구 서오릉로 지하 63","7","1","","1","1","0","0"
"갈현동 439-10번지(사거리)","서울 은평구 갈현동 389-14","6","0","","0","0","0","0"
"수색119안전센터 앞 삼거리","서울 은평구 수색로 320","5","0","","0","0","0","0"
"신사오거리(응암역)","서울 은평구 신사동 22-15","7","1","","2","1","0","2"
"갈현동 495-22번지(사거리)","갈현동 495-22","6","0","","0","0","0","0"
"동명여고 앞 교차로","서울 은평구 대조동 84-114","4","1","","0","0","0","0"
"증산3교 서단 사거리","서울 은평구 증산동 197-10","6","0","","0","0","0","0"
"다마스퀵","서울 은평구 통일로 827 203호","7","0","","1","0","0","0"
"서울튼튼병원 앞 삼거리","서울 은평구 갈현로 15","5","0","","0","0","0","0"
"연신내역 부근 사거리","서울 은평구 불광동 487-2","7","1","","0","0","0","0"
"역촌사거리(삼성타운아파트)","서울 은평구 대조동 172-77","5","0","","0","0","0","0"
"연신내역 부근 삼거리(서쪽)","서울 은평구 갈현동 439-7","9","0","","1","0","0","0"
"구파발사거리","서울 은평구 진관동 70-20","4","0","","1","0","0","1"
"신응교(새절역 4번출구)","서울 은평구 신사동 352-1","7","0","","0","1","0","0"
"역촌초 사거리(동쪽)","서울 은평구 역촌동 82-31","9","0","","0","3","0","0"
"와산교 서단 사거리","서울 은평구 응암동 610-5","6","0","","0","0","0","0"
"신사동 7-15번지 앞 사거리","서울 은평구 신사동 6-36","5","1","","0","1","0","0"
"불광시장 부근 교차로","서울 은평구 대조동 14-34","6","0","","3","0","0","0"
"혜화동로터리(가톨릭대)","서울 종로구 혜화동 56","23","0","","1","1","0","0"
"동묘앞역 사거리(9번출구)","서울 종로구 창신동 263-3","17","1","","3","0","0","1"
"청계5가(종로5가역 부근)","서울 종로구 종로5가 194-1","11","0","","1","0","0","0"
"정동사거리(창덕여고)","서울 중구 정동 23-1","9","0","","0","0","0","0"
"광화문 앞 삼거리","서울 종로구 세종로 1-68","11","0","","0","0","0","0"
"청계6가 앞(흥인시장)","서울 종로구 창신동 436-88","9","0","","0","0","0","0"
"동대문역 삼거리(1번출구)","서울 종로구 창신동 463-2","12","1","","2","0","0","0"
"관철동 14-1번지 사거리","관철동 14-1","9","0","","0","0","0","0"
"서울지방경찰청(북동)","서울 종로구 사직로8길 31","12","0","","0","1","0","0"
"광하문우체국 사거리(북동화","서울 종로구 종로 6","9","0","","0","0","0","0"
"동대문성곽공원 앞 사거리","서울 종로구 종로 285","9","0","","0","0","0","0"
"광하문우체국 사거리(북동)","서울 종로구 종로 6","6","0","","0","0","0","0"
"안국동사거리","서울 종로구 송현동 49-14","8","0","","0","0","0","0"
"청계4가교차로","서울 종로구 예지동 47-3","12","0","","1","2","0","0"
"동대문역 사거리(3번출구)","서울 종로구 창신동 204-14","9","0","","0","0","0","0"
"예인의터보습학원","서울 종로 평창동 197-1","6","1","","0","0","0","0"
"청계3가교차로","서울 종로구 장사동 186-5","5","0","","0","0","0","0"
"종묘광장(광장공원 앞)","서울 종로구 종로3가 45-4","8","0","","2","0","0","0"
"광화문빌딩 삼거리(남동)","서울 중구 태평로1가 63-1","8","0","","0","0","0","0"
"이화사거리(글로브극장)","서울 종로구 연건동 218-1","10","0","","1","2","0","0"
"평화새마을금고평화2지점(북쪽)","서울 종로구 창경궁로 264","7","0","","0","0","0","0"
"서울대연건캠퍼스 의대 부근","서울 종로구 연건동 1-3","8","0","","1","0","0","0"
"혜화역 사거리(4번출구)","서울 종로구 명륜4가 1-2","8","0","","0","0","0","0"
"신설동역사거리(동대문우체국)","서울 동대문구 천호대로 4","8","0","","0","0","0","0"
"원서공원 앞 사거리(남동)","서울 종로구 운니동 97-8","6","1","","0","0","0","0"
"혜화동로터리(가톨릭대)","서울 종로구 혜화동 56","9","0","","1","0","0","1"
"공평아트센터 앞 사거리","서울 종로구 관훈동 186-1","6","0","","1","0","0","0"
"창신역 앞 삼거리(1번출구)","서울 종로구 창신동 20-8","6","0","","0","0","0","0"
"종로구청 동남 사거리","서울 종로구 수송동 146-11","4","0","","0","0","0","0"
"트윈트리타워 앞(경복궁)","서울 종로구 중학동 40-2","9","0","","0","0","0","0"
"한국은행앞사거리(소공별관)","서울 중구 남대문로2가 109-1","17","1","","0","0","0","0"
"신세계백화점 앞 사거리(본점)","서울특별시 중구 소공로 지하 58","14","0","","2","0","0","0"
"염천교 동단 사거리","서울 중구 순화동 212-11","15","0","","1","0","0","0"
"약수역 부근 사거리(서쪽)","서울특별시 중구 다산로 지하 115","13","0","","0","0","0","0"
"서소문근린공원 부근","서울 중구 순화동 199-3","15","0","","0","0","0","0"
"을지로4가역 사거리 서울 중구 을지로 지하 178","서울특별시 중구 을지로 지하 178","10","1","","1","0","0","0"
"서울역 앞 사거리 서울 중구 남대문로5가 67-4","서울 중구 만리동1가 5-1","10","1","","0","0","0","0"
"CJ제일제당빌딩 앞 사거리 서울 중구 동호로 330","서울 중구 쌍림동 146-43","9","0","","1","0","0","1"
"을지로5가(훈련원공원 앞) 서울 중구 을지로5가 40-5","울 중구 을지로5가 32-2","10","0","","1","0","0","0"
"숭례문광장 앞 교차로 서울 중구 남대문로4가 29","서울 중구 남대문로4가 24","13","0","","0","0","0","0"
"장충체육관 앞 사거리 서울 중구 동호로 241","서울 중구 장충동2가 200-99","8","0","","0","0","0","0"
"서울역광장(남대문경찰서 앞)","서울 중구 봉래동2가 125","8","0","","0","1","0","0"
"중구보건소 동쪽 사거리","서울 중구 무학동 76","5","0","","2","0","0","0"
"성동공업고등학교 부근(서북)","서울 중구 흥인동 163-1","10","0","","0","1","0","0"
"서울시청 동남 삼거리","서울 중구 태평로1가 31-34","9","0","","1","0","0","0"
"연세세브란스병원 부근 사거리","서울특별시 서대문구 성산로 515","9","0","","0","0","0","0"
"남산어린이놀이터 앞 삼거리","대구 중구 남산동 2486-9","7","0","","0","0","0","0"
"남대문세무서(북쪽)","서울 중구 을지로2가 203-3","2","0","","0","0","0","0"
"만리동시장 앞 삼거리","서울 중구 남창동 64-1","6","0","","1","0","0","0"
"스리랑카대사관 앞 사거리","서울 중구 신당동 842-4","4","1","","1","0","0","0"
"을지로입구역 사거리","서울특별시 중구 을지로 지하 42","6","0","","0","0","0","0"
"청구역 사거리","서울특별시 중구 청구로 지하 77","3","0","","1","0","0","0"
"신당역 부근(4번출구)","서울 중구 신당동 99","5","0","","1","0","0","0"
"남대문세무서(북쪽)","서울 중구 을지로2가 148-85","8","0","","0","0","0","0"
"신당역2호선 앞 사거리","서울 중구 황학동 756","6","0","","2","1","0","0"
"동대문패션타운 부근 삼거리(북동)","서울 중구 을지로6가 18-231","7","0","","0","1","0","0"
"도로교통공단 앞 사거리","강원 원주시 반곡동 1863","7","0","","0","0","0","1"
"연세세브란스병원 부근 사거리","서울 서대문구 대신동 143-15","7","0","","0","0","0","0"
"서울역 앞 사거리","강원 원주시 반곡동 1863","5","0","","1","0","0","0"
"도로교통공단 앞 사거리","강원 원주시 반곡동 1863","6","0","","0","0","0","0"
"중화동우체국 부근(남쪽)","서울 중랑구 중화동 50-5","11","1","","1","0","0","0"
"동1로지하차도(한샘교회)","서울 중랑구 망우동 535-10","11","0","","0","3","0","0"
"장안교사거리(용마지구대)","서울 중랑구 면목동 284-19","13","0","","1","2","0","0"
"상봉지하차도 교차로(상봉역)","서울 중랑구 망우로 297","10","0","","2","0","0","1"
"망우본동 주민센터 부근","서울 중랑구 망우로67길 10","7","0","","0","0","0","0"
"신내지하차도(하이마트상봉점)","서울 중랑구 망우로 399","16","0","","1","1","0","0"
"망우역 앞 사거리","서울 중랑구 상봉동 72-8","16","1","","2","0","0","1"
"용마한신2차 앞(101동)","서울 중랑구 면목동 1326-109","13","0","","0","1","0","0"
"상봉시장 앞(면목초 부근)","서울 중랑구 면목동 98-6","12","0","","0","1","0","0"
"우림시장 오거리(남동)","서울 관악구 신림동 636-9","13","0","","2","0","0","0"
"사가정역(2번출구)","서울특별시 중랑구 사가정로 지하 393","10","1","","1","0","0","1"
"면목2동사거리(삼성교회)","서울 중랑구 면목동 176-9","10","0","","1","1","0","0"
"장안중 부근(북쪽)","서울 중랑구 중화동 54-1","8","1","","0","1","0","0"
"면목역(2번출구)","서울 중랑구 면목동 49-32","9","1","","1","0","0","1"
"중랑전화국(중목초 부근)","서울 중랑구 면목동 294-2","10","0","","3","2","0","0"
"망우사거리(망우본동우체국)","서울 중랑구 망우동 534-5","11","0","","0","2","0","0"
"면목2동사거리(삼성교회)","서울 중랑구 면목동 290-4","14","0","","2","4","0","1"
"까치공원 부근(북동)","서울 중랑구 면목동 608","9","0","","0","0","0","0"
"사가정역 부근 사거리(남쪽)","서울 중랑구 면목동 630","9","0","","2","0","0","0"
"동원사거리(면목지구대 부근)","서울 중랑구 망우동 534-17","9","1","","3","0","0","0"
"메가박스 상봉점 앞","서울 중랑구 상봉동 397-14","6","0","","0","1","0","0"
"망우본동우체국 사거리(동쪽)","서울 중랑구 망우동 534-5","5","0","","0","0","0","0"
"중화동우체국 부근(남쪽)","서울 중랑구 중화동 50-5","7","0","","0","0","0","0"
"상봉동 474-4번지","상봉동 474-4번지","3","0","","0","1","0","0"
"장안교사거리(용마지구대)","서울 중랑구 면목동 290-7","7","0","","0","0","0","0"
"서울시체육회(새중랑교회)","서울 중랑구 상봉중앙로8길 41","5","1","","1","0","0","0"
"망우지구대 앞 사거리","서울 중랑구 망우동 535-10","9","0","","1","1","0","0"
"동부시장 사거리(북동)","서울 중랑구 면목동 1509-2","8","0","","0","1","0","0"
"신내지하차도(하이마트상봉점)","서울 중랑구 망우로 399","5","1","","0","0","0","0"
"면목두산5단지 앞 사거리(502동)","서울 중랑구 면목동 1509-2","3","0","","0","0","0","0"
